year,station,loc_mn,dc_mn,longitude,latitude,other_theft,arson,assault_gbh,attempted_murder,attempted_sexoff,bank_robbery,burglary_nonres,burglary_res,carjacking,commercial_crime,common_assault,common_robbery,contact_sexoff,dui,drug_crime,illegal_firearms,kidnapping,malicious_damage,murder,rape,robbery_nonres,robbery_res,cash_transit_robbery,aggr_robbery,sexual_assault,sexual_offences,police_detected_sexoff,shoplifting,stock_theft,vehicle_theft,theft_from_vehicle,truck_hijacking,contact_related_crime,crimes_against_property,contact_crime,other_serious_crimes,crimes_dependent_on_police_action_for_detention,total_crime,total_crime_excl_police,crimes_against_property_log,contact_crime_log,contact_related_crime_log,other_serious_crimes_log,crimes_dependent_on_police_action_for_detention_log,total_crime_log,total_crime_excl_police_log,treated_group,year_numeric,treatment_year,time_index,time_centered,time_centered_sq
2021/2022,zastron,mohokare,xhariep,27.08167,-30.30455,50,2,53,5,3,0,38,32,0,7,28,2,6,4,23,1,12,26,3,18,4,4,0,16,2,23,0,1,78,1,2,1,28,151,130,58,28,367,339,5.0238805208462765,4.875197323201151,3.367295829986474,4.07753744390572,3.367295829986474,5.908082938168931,5.8289456176102075,0,2021,1,13,9,81
2022/2023,zastron,mohokare,xhariep,27.08167,-30.30455,54,2,83,3,3,0,26,56,0,10,47,5,6,5,21,1,21,26,6,18,5,4,0,15,5,26,0,3,69,4,8,0,28,163,185,67,27,442,415,5.099866427824199,5.225746673713202,3.367295829986474,4.219507705176107,3.332204510175204,6.093569770045136,6.030685260261263,0,2022,1,14,10,100
2008/2009,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,78,3,105,4,1,0,68,65,2,6,27,29,7,8,9,3,1,35,12,31,8,4,0,27,0,33,0,0,10,9,9,2,38,161,237,84,20,502,482,5.087596335232384,5.472270673671475,3.6635616461296463,4.442651256490317,3.044522437723423,6.220590170099739,6.180016653652572,0,2008,0,0,-4,16
2009/2010,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,91,3,72,2,2,0,51,61,8,2,33,20,8,36,28,4,1,24,4,30,5,13,0,30,0,36,0,0,4,4,4,0,27,124,197,93,68,482,414,4.8283137373023015,5.288267030694535,3.332204510175204,4.543294782270004,4.23410650459726,6.180016653652572,6.028278520230698,0,2009,0,1,-3,9
2010/2011,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,113,1,59,6,1,0,46,63,0,1,27,16,6,10,41,4,1,20,6,36,9,2,0,23,0,37,0,0,9,5,3,0,21,126,174,114,55,469,414,4.844187086458591,5.1647859739235145,3.091042453358316,4.74493212836325,4.02535169073515,6.152732694704104,6.028278520230698,0,2010,0,2,-2,4
2011/2012,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,102,0,114,3,3,0,28,84,0,5,37,23,6,14,87,1,1,36,5,44,9,12,0,23,1,48,1,0,19,8,8,0,36,147,253,107,103,610,507,4.997212273764115,5.537334267018537,3.6109179126442243,4.68213122712422,4.6443908991413725,6.415096959171596,6.230481447578482,0,2011,0,3,-1,1
2012/2013,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,78,2,93,4,6,0,41,65,1,4,26,22,7,18,164,6,1,38,6,42,16,10,0,29,2,51,0,4,24,6,14,0,40,150,231,86,188,655,467,5.017279836814924,5.44673737166631,3.713572066704308,4.465908118654584,5.241747015059643,6.486160788944089,6.148468295917647,0,2012,1,4,0,0
2013/2014,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,85,1,80,2,0,0,47,98,1,3,30,12,6,12,197,7,13,40,5,29,11,9,0,28,1,30,0,2,10,5,5,0,41,165,187,90,216,658,442,5.111987788356544,5.236441962829949,3.7376696182833684,4.51085950651685,5.37989735354046,6.490723534502507,6.093569770045136,0,2013,1,5,1,1
2014/2015,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,116,0,63,4,1,0,43,91,1,4,29,17,6,5,238,4,21,41,4,37,13,6,0,26,1,39,1,0,14,2,10,1,41,160,182,120,248,710,462,5.081404364984463,5.209486152841421,3.7376696182833684,4.795790545596741,5.517452896464707,6.566672429803241,6.137727054086234,0,2014,1,6,2,4
2015/2016,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,232,4,81,4,1,0,69,109,4,1,35,19,6,5,272,4,13,52,7,39,14,20,0,51,1,41,0,0,16,7,17,0,56,218,238,233,281,970,689,5.389071729816501,5.476463551931511,4.04305126783455,5.455321115357702,5.641907070938114,6.878326468291325,6.536691597591305,0,2015,1,7,3,9
2016/2017,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,291,4,95,3,2,0,40,128,4,4,41,27,6,3,297,2,12,47,10,35,19,7,0,47,0,37,0,1,23,7,12,0,51,210,260,296,302,1068,766,5.351858133476067,5.564520407322694,3.9512437185814275,5.6937321388027,5.713732805509369,6.974478911025045,6.642486801367256,0,2016,1,8,4,16
2017/2018,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,235,3,92,6,3,0,39,124,4,7,40,18,6,9,413,3,13,75,10,25,19,7,0,47,1,29,0,2,37,2,9,1,78,211,242,244,425,1122,697,5.356586274672012,5.493061443340548,4.3694478524670215,5.501258210544727,6.054439346269371,7.023758954738443,6.548219102762372,0,2017,1,9,5,25
2018/2019,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,252,1,138,7,1,0,53,127,3,4,52,33,7,6,322,9,13,75,6,31,29,6,0,56,0,33,0,20,42,5,11,0,76,238,325,276,337,1176,839,5.476463551931511,5.786897381366708,4.343805421853684,5.6240175061873385,5.823045895483019,7.0707241072602764,6.733401891837359,0,2018,1,10,6,36
2019/2020,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,261,4,177,4,0,0,63,193,4,12,73,56,6,77,273,11,12,60,13,42,31,11,0,73,1,43,0,53,48,3,21,1,64,328,439,326,361,1454,1093,5.796057750765372,6.0867747269123065,4.174387269895637,5.7899601708972535,5.8916442118257715,7.282761179605593,6.9975959829819265,0,2019,1,11,7,49
2020/2021,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,228,3,157,7,3,0,70,171,1,24,88,29,6,9,121,3,17,82,11,40,18,16,0,57,4,47,0,25,34,10,22,0,85,307,396,277,133,1113,980,5.730099782973574,5.983936280687191,4.454347296253507,5.627621113690637,4.897839799950911,7.01571242048723,6.8885724595653635,0,2020,1,12,8,64
2021/2022,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,51,0,2,4,0,0,5,3,1,0,4,0,6,1,12,0,13,7,2,1,2,3,0,11,0,1,0,0,14,2,1,0,7,25,24,51,13,113,100,3.258096538021482,3.2188758248682006,2.0794415416798357,3.9512437185814275,2.6390573296152584,4.736198448394496,4.61512051684126,0,2021,1,13,9,81
2022/2023,zebediela,lepele-nkumpi,capricorn,29.24406,-24.29829,54,0,7,0,0,0,3,7,1,1,4,2,6,2,25,0,13,8,1,0,2,3,0,14,1,1,0,0,15,0,0,0,8,25,29,55,27,136,109,3.258096538021482,3.4011973816621555,2.1972245773362196,4.02535169073515,3.332204510175204,4.919980925828125,4.700480365792417,0,2022,1,14,10,100
2008/2009,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,280,0,112,3,2,0,83,85,2,72,192,38,8,37,56,2,1,88,6,28,9,6,0,36,2,36,0,124,28,13,53,1,88,262,423,476,95,1256,1161,5.572154032177765,6.049733455231958,4.48863636973214,6.1675164908883415,4.564348191467836,7.136483208590247,7.057897937411856,0,2008,0,0,-4,16
2009/2010,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,215,4,121,6,6,0,67,103,1,84,126,39,10,86,89,6,1,70,3,21,5,2,0,21,9,42,0,104,31,12,53,3,74,266,358,403,181,1208,1027,5.58724865840025,5.883322388488279,4.31748811353631,6.0014148779611505,5.204006687076795,7.097548850614793,6.93537044601511,0,2009,0,1,-3,9
2010/2011,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,273,8,116,4,6,0,82,99,1,50,154,47,5,71,95,2,1,61,7,34,5,2,0,14,5,48,0,93,20,8,75,2,69,284,390,416,168,1258,1090,5.652489180268651,5.968707559985366,4.248495242049359,6.0330862217988015,5.1298987149230735,7.138073034044347,6.994849985833071,0,2010,0,2,-2,4
2011/2012,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,256,6,100,5,11,0,86,68,0,46,120,42,4,52,90,0,1,69,8,42,13,6,0,28,13,68,0,90,30,10,66,1,75,260,371,392,142,1165,1023,5.564520407322694,5.918893854273146,4.330733340286331,5.973809611869261,4.962844630259907,7.061334366910438,6.931471805599453,0,2011,0,3,-1,1
2012/2013,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,168,5,111,2,3,0,77,91,0,46,96,25,4,57,78,2,1,41,6,25,22,10,0,44,6,36,0,87,32,17,56,0,46,273,320,301,137,1031,894,5.6131281063880705,5.771441123130016,3.8501476017100584,5.71042701737487,4.927253685157205,6.939253946041508,6.796823718274855,0,2012,1,4,0,0
2013/2014,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,166,8,63,5,7,0,76,89,1,33,100,14,5,39,100,5,21,47,5,32,10,12,0,33,3,45,0,83,22,7,61,0,55,255,265,282,144,946,802,5.545177444479562,5.583496308781699,4.02535169073515,5.645446897643238,4.976733742420574,6.853299093186078,6.688354713946762,0,2013,1,5,1,1
2014/2015,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,145,2,40,3,1,0,42,101,2,43,78,18,7,21,102,4,22,39,9,28,4,8,0,26,0,30,0,81,23,12,51,0,41,229,204,269,127,829,702,5.438079308923196,5.3230099791384085,3.7376696182833684,5.598421958998375,4.852030263919617,6.721425700790643,6.555356891810665,0,2014,1,6,2,4
2015/2016,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,164,2,44,8,0,0,140,162,0,43,105,14,4,20,94,11,13,41,8,28,20,5,0,36,3,33,0,59,19,13,75,1,43,409,248,266,125,1048,923,6.016157159698354,5.517452896464707,3.784189633918261,5.58724865840025,4.836281906951478,6.955592608396297,6.828712071641684,0,2015,1,7,3,9
2016/2017,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,151,3,45,4,5,0,174,165,1,48,89,25,6,30,94,8,12,38,3,31,25,8,0,47,0,36,0,38,17,26,58,0,41,440,249,237,132,1058,926,6.089044875446846,5.521460917862246,3.7376696182833684,5.472270673671475,4.890349128221754,6.9650803456014065,6.831953565565855,0,2016,1,8,4,16
2017/2018,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,117,1,39,6,2,0,103,141,2,52,105,33,4,34,102,11,21,30,5,27,20,9,0,41,2,33,0,43,32,4,48,1,31,328,262,212,147,949,802,5.796057750765372,5.572154032177765,3.4657359027997265,5.3612921657094255,4.997212273764115,6.856461984594587,6.688354713946762,0,2017,1,9,5,25
2018/2019,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,110,5,29,2,3,0,100,164,9,66,139,18,6,26,70,16,23,44,6,24,7,7,0,42,4,31,0,70,23,18,53,1,49,358,267,246,112,983,871,5.883322388488279,5.5909869805108565,3.912023005428146,5.5093883366279774,4.727387818712341,6.891625897052253,6.77078942390898,0,2018,1,10,6,36
2019/2020,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,145,4,42,2,0,0,111,146,2,46,112,24,8,28,26,0,23,40,2,35,15,9,0,53,2,41,0,51,26,11,41,1,44,335,276,242,54,907,853,5.817111159963204,5.6240175061873385,3.8066624897703196,5.493061443340548,4.007333185232471,6.811244378601294,6.74993119378857,0,2019,1,11,7,49
2020/2021,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,101,1,51,4,3,0,123,110,0,51,103,15,11,19,45,3,24,37,5,33,15,12,1,39,13,57,0,35,13,4,40,1,38,290,274,187,67,818,751,5.673323267171493,5.616771097666572,3.6635616461296463,5.236441962829949,4.219507705176107,6.70808408385307,6.62273632394984,0,2020,1,12,8,64
2021/2022,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,111,3,90,5,1,0,107,174,2,93,67,11,6,17,46,0,25,44,8,39,19,11,1,59,2,42,0,41,27,4,27,0,47,339,282,245,63,929,866,5.8289456176102075,5.645446897643238,3.871201010907891,5.5053315359323625,4.1588830833596715,6.835184586147301,6.7650389767805414,0,2021,1,13,9,81
2022/2023,zeerust,ramotshere moiloa,ngaka modiri molema,26.07897,-25.53974,120,7,84,5,2,0,97,98,3,104,85,29,6,18,46,5,26,42,7,36,16,7,0,51,6,44,0,47,22,7,38,0,49,262,305,271,69,907,838,5.572154032177765,5.723585101952381,3.912023005428146,5.605802066295998,4.248495242049359,6.811244378601294,6.732210706467206,0,2022,1,14,10,100
2008/2009,zele,buffalo city,buffalo city,27.37591,-32.77056,69,5,175,4,1,0,10,129,3,3,56,20,6,4,8,3,1,51,14,48,2,1,0,27,7,56,0,0,25,4,4,0,56,172,352,72,15,611,596,5.153291594497779,5.8664680569332965,4.04305126783455,4.290459441148391,2.772588722239781,6.416732282512326,6.391917113392602,0,2008,0,0,-4,16
2009/2010,zele,buffalo city,buffalo city,27.37591,-32.77056,75,7,206,4,4,0,10,105,0,0,59,16,4,3,4,0,1,49,10,48,2,3,0,19,10,64,0,0,41,3,7,1,56,166,378,75,7,626,619,5.117993812416755,5.937536205082426,4.04305126783455,4.330733340286331,2.0794415416798357,6.440946540632921,6.429719478039138,0,2009,0,1,-3,9
2010/2011,zele,buffalo city,buffalo city,27.37591,-32.77056,98,4,227,6,0,0,12,113,0,1,61,29,6,5,1,1,1,67,14,46,9,4,0,24,7,53,0,0,24,9,8,0,71,166,414,99,7,686,679,5.117993812416755,6.028278520230698,4.276666119016055,4.605170185988092,2.0794415416798357,6.532334292222349,6.522092798170152,0,2010,0,2,-2,4
2011/2012,zele,buffalo city,buffalo city,27.37591,-32.77056,113,9,243,5,1,0,13,131,1,0,55,29,4,5,12,0,1,70,18,51,8,10,0,36,8,62,0,0,38,6,8,0,79,196,448,113,17,774,757,5.2832037287379885,6.1070228877422545,4.382026634673881,4.736198448394496,2.8903717578961645,6.652863029353347,6.630683385642372,0,2011,0,3,-1,1
2012/2013,zele,buffalo city,buffalo city,27.37591,-32.77056,84,0,223,2,1,0,17,94,1,1,59,27,7,5,12,3,1,46,16,47,6,9,0,43,1,50,0,0,31,2,11,0,46,155,420,85,20,680,660,5.049856007249537,6.042632833682381,3.8501476017100584,4.454347296253507,3.044522437723423,6.523562306149512,6.493753839851686,0,2012,1,4,0,0
2013/2014,zele,buffalo city,buffalo city,27.37591,-32.77056,106,3,203,2,2,0,15,136,0,0,73,14,6,4,6,4,13,82,15,58,26,24,0,80,6,66,0,0,50,4,14,0,85,219,453,106,14,792,778,5.393627546352362,6.118097198041348,4.454347296253507,4.672828834461906,2.70805020110221,6.675823221634848,6.658011045870748,0,2013,1,5,1,1
2014/2015,zele,buffalo city,buffalo city,27.37591,-32.77056,85,2,168,3,2,0,32,124,1,0,35,24,7,6,19,7,12,54,20,50,22,18,0,89,8,61,0,0,37,5,13,0,56,211,400,85,32,728,696,5.356586274672012,5.993961427306569,4.04305126783455,4.454347296253507,3.4965075614664802,6.591673732008658,6.546785410760524,0,2014,1,6,2,4
2015/2016,zele,buffalo city,buffalo city,27.37591,-32.77056,57,0,154,2,3,0,18,118,0,2,35,10,6,4,16,7,13,69,11,44,5,11,0,53,6,53,0,0,45,1,11,0,69,193,318,59,27,597,570,5.267858159063328,5.765191102784844,4.248495242049359,4.0943445622221,3.332204510175204,6.393590753950631,6.3473892096560105,0,2015,1,7,3,9
2016/2017,zele,buffalo city,buffalo city,27.37591,-32.77056,106,1,140,5,1,0,23,99,3,0,50,9,4,1,8,2,13,82,15,41,6,7,0,28,7,51,0,0,33,0,7,0,83,162,298,106,11,577,566,5.093750200806762,5.700443573390687,4.430816798843313,4.672828834461906,2.4849066497880004,6.359573868672378,6.340359303727752,0,2016,1,8,4,16
2017/2018,zele,buffalo city,buffalo city,27.37591,-32.77056,78,2,163,4,4,0,15,121,1,2,46,21,7,3,7,2,12,64,12,33,10,7,0,30,7,45,0,0,39,1,14,0,66,190,321,80,12,603,591,5.25227342804663,5.7745515455444085,4.204692619390966,4.394449154672439,2.5649493574615367,6.403574197934815,6.3835066348840055,0,2017,1,9,5,25
2018/2019,zele,buffalo city,buffalo city,27.37591,-32.77056,94,2,171,4,1,0,14,148,0,3,42,18,7,3,8,1,13,58,15,58,9,8,0,39,5,65,0,0,60,4,4,0,60,230,354,97,12,693,681,5.442417710521793,5.872117789475416,4.110873864173311,4.584967478670572,2.5649493574615367,6.542471960506805,6.525029657843462,0,2018,1,10,6,36
2019/2020,zele,buffalo city,buffalo city,27.37591,-32.77056,83,0,153,8,3,0,18,136,3,1,53,22,6,3,2,0,13,76,22,45,10,7,0,42,4,52,0,0,39,3,7,0,76,203,352,84,5,644,639,5.318119993844216,5.8664680569332965,4.343805421853684,4.442651256490317,1.791759469228055,6.4692503167957724,6.461468176353717,0,2019,1,11,7,49
2020/2021,zele,buffalo city,buffalo city,27.37591,-32.77056,90,1,116,1,2,0,16,105,2,4,51,13,6,2,8,2,12,61,16,40,5,6,0,31,6,48,0,0,51,1,7,0,62,180,276,94,12,562,550,5.198497031265826,5.6240175061873385,4.143134726391533,4.553876891600541,2.5649493574615367,6.333279628139691,6.311734809152915,0,2020,1,12,8,64
2021/2022,zele,buffalo city,buffalo city,27.37591,-32.77056,120,4,142,2,4,0,18,90,0,4,32,14,6,4,7,4,23,67,14,51,4,8,0,16,4,59,0,0,30,3,3,0,71,144,279,124,15,562,547,4.976733742420574,5.634789603169249,4.276666119016055,4.8283137373023015,2.772588722239781,6.333279628139691,6.306275286948016,0,2021,1,13,9,81
2022/2023,zele,buffalo city,buffalo city,27.37591,-32.77056,100,6,160,5,9,0,30,151,1,2,42,12,7,0,8,1,12,78,18,26,4,9,0,29,10,46,0,0,68,7,6,0,84,262,312,102,9,685,676,5.572154032177765,5.746203190540153,4.442651256490317,4.634728988229636,2.302585092994046,6.530877627725885,6.517671272912275,0,2022,1,14,10,100
2008/2009,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,124,5,200,13,6,0,21,106,15,6,102,41,10,6,7,18,1,67,20,49,6,10,0,109,1,62,0,0,1,19,21,28,72,168,547,130,31,876,845,5.1298987149230735,6.306275286948016,4.290459441148391,4.875197323201151,3.4657359027997265,6.776506992372183,6.740519359606223,0,2008,0,0,-4,16
2009/2010,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,169,4,192,14,8,0,20,133,9,13,120,45,10,24,6,11,1,76,17,82,8,8,0,87,1,97,0,0,4,14,15,27,80,186,572,182,41,981,940,5.231108616854587,6.35088571671474,4.394449154672439,5.209486152841421,3.7376696182833684,6.889591308354466,6.846943139585379,0,2009,0,1,-3,9
2010/2011,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,126,6,189,21,9,0,22,126,8,9,104,33,4,23,12,17,1,72,10,35,11,18,0,76,1,47,0,0,5,26,27,17,78,206,480,135,52,873,821,5.332718793265369,6.175867270105761,4.3694478524670215,4.912654885736052,3.970291913552122,6.773080375655535,6.71174039505618,0,2010,0,2,-2,4
2011/2012,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,125,8,169,17,3,0,19,128,4,19,66,26,6,11,23,21,1,54,11,42,10,11,0,49,1,46,0,0,0,17,22,9,62,186,384,144,55,769,714,5.231108616854587,5.953243334287785,4.143134726391533,4.976733742420574,4.02535169073515,6.646390514847729,6.5722825426940075,0,2011,0,3,-1,1
2012/2013,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,145,7,192,12,6,0,7,106,1,10,47,30,4,11,31,11,1,67,15,39,15,7,0,54,2,49,0,1,2,25,46,14,74,186,399,156,53,794,741,5.231108616854587,5.991464547107982,4.31748811353631,5.056245805348308,3.9889840465642745,6.678342114654332,6.60934924316738,0,2012,1,4,0,0
2013/2014,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,143,8,196,16,2,0,23,112,11,7,55,15,7,14,113,21,21,77,16,33,31,7,0,99,3,39,1,0,5,42,29,26,85,211,436,150,149,946,797,5.356586274672012,6.07993319509559,4.454347296253507,5.017279836814924,5.0106352940962555,6.853299093186078,6.682108597449809,0,2013,1,5,1,1
2014/2015,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,124,5,182,7,3,0,19,128,11,2,53,20,7,6,54,6,17,51,21,49,20,9,0,85,2,55,0,0,1,14,46,23,56,208,423,126,66,823,757,5.342334251964811,6.049733455231958,4.04305126783455,4.844187086458591,4.204692619390966,6.714170529909472,6.630683385642372,0,2014,1,6,2,4
2015/2016,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,116,10,184,21,2,0,19,99,9,9,49,11,7,17,73,11,21,85,17,29,22,2,0,63,2,34,1,0,4,10,38,9,95,170,379,125,102,776,674,5.14166355650266,5.940171252720432,4.564348191467836,4.836281906951478,4.634728988229636,6.655440350367647,6.51471269087253,0,2015,1,7,3,9
2016/2017,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,98,2,156,24,3,0,17,105,15,11,68,11,6,9,89,10,23,80,22,37,15,12,0,92,4,44,1,0,5,17,26,17,82,170,417,109,109,805,696,5.14166355650266,6.035481432524756,4.418840607796598,4.700480365792417,4.700480365792417,6.692083742506628,6.546785410760524,0,2016,1,8,4,16
2017/2018,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,90,5,144,22,3,0,15,74,15,11,67,17,6,15,105,13,23,57,29,40,19,17,0,86,3,46,0,3,5,22,47,16,62,163,411,104,133,811,678,5.099866427824199,6.021023349349527,4.143134726391533,4.653960350157523,4.897839799950911,6.699500340161678,6.520621127558696,0,2017,1,9,5,25
2018/2019,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,96,5,196,25,2,0,21,59,39,16,113,19,6,27,60,15,14,76,27,38,22,17,0,126,6,46,1,1,7,36,33,6,81,156,552,113,103,924,821,5.056245805348308,6.315358001522335,4.406719247264253,4.736198448394496,4.6443908991413725,6.829793737512425,6.71174039505618,0,2018,1,10,6,36
2019/2020,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,127,0,200,31,1,0,21,76,34,10,108,20,4,45,15,23,23,74,12,36,14,37,0,126,3,42,1,1,8,23,28,6,74,156,539,138,84,917,833,5.056245805348308,6.29156913955832,4.31748811353631,4.9344739331306915,4.442651256490317,6.822197390620491,6.726233402358747,0,2019,1,11,7,49
2020/2021,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,103,5,209,15,3,0,31,64,35,21,117,17,7,18,19,11,17,76,16,41,9,26,0,110,10,55,0,0,9,16,19,9,81,139,539,124,48,850,802,4.941642422609304,6.29156913955832,4.406719247264253,4.8283137373023015,3.8918202981106265,6.7464121285733745,6.688354713946762,0,2020,1,12,8,64
2021/2022,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,106,4,200,20,3,0,21,56,36,22,91,20,6,63,34,3,17,94,27,42,8,19,0,104,6,51,0,1,4,16,20,5,98,117,513,129,100,859,759,4.770684624465665,6.2422232654551655,4.59511985013459,4.867534450455582,4.61512051684126,6.756932389247553,6.633318433280377,0,2021,1,13,9,81
2022/2023,zonkizizwe,ekurhuleni,ekurhuleni,28.17933,-26.40597,100,2,195,18,2,0,11,60,43,14,116,21,6,33,41,6,5,73,27,32,14,11,0,130,8,42,0,1,5,10,16,15,75,102,549,115,80,846,766,4.634728988229636,6.309918278226516,4.330733340286331,4.7535901911063645,4.394449154672439,6.741700694652055,6.642486801367256,0,2022,1,14,10,100
2008/2009,zwelitsha,buffalo city,buffalo city,27.42121,-32.91425,196,8,294,14,10,0,15,219,4,22,93,111,10,55,10,7,1,105,18,43,6,7,0,46,2,61,0,0,7,18,29,0,113,288,637,218,72,1215,1143,5.666426688112432,6.45833828334479,4.736198448394496,5.389071729816501,4.290459441148391,7.103322062526113,7.042286171939743,0,2008,0,0,-4,16
2009/2010,zwelitsha,buffalo city,buffalo city,27.42121,-32.91425,189,6,357,8,11,0,12,284,4,41,99,130,8,89,33,6,1,128,23,58,9,8,0,49,1,74,0,1,15,20,33,0,134,364,740,231,128,1463,1335,5.8998973535824915,6.608000625296087,4.90527477843843,5.44673737166631,4.859812404361672,7.288927694521257,7.197435354096591,0,2009,0,1,-3,9
2010/2011,zwelitsha,buffalo city,buffalo city,27.42121,-32.91425,186,7,322,5,8,0,12,320,0,29,81,103,12,82,30,4,1,120,16,58,12,7,0,69,2,75,0,0,6,16,39,0,127,393,671,215,116,1395,1279,5.976350909297934,6.51025834052315,4.852030263919617,5.375278407684165,4.762173934797756,7.241366283322318,7.154615356913663,0,2010,0,2,-2,4
2011/2012,zwelitsha,buffalo city,buffalo city,27.42121,-32.91425,173,6,300,7,2,0,18,274,0,19,59,82,5,98,28,9,1,111,27,49,11,6,0,77,3,57,0,1,6,16,54,0,117,368,609,193,135,1305,1170,5.910796644040527,6.413458957167357,4.770684624465665,5.267858159063328,4.912654885736052,7.174724309836376,7.065613363597717,0,2011,0,3,-1,1
2012/2013,zwelitsha,buffalo city,buffalo city,27.42121,-32.91425,155,7,271,9,10,0,35,247,0,19,62,61,5,141,22,3,1,111,12,59,22,3,0,59,3,75,1,1,18,17,66,0,118,383,549,175,167,1274,1107,5.950642552587727,6.309918278226516,4.77912349311153,5.170483995038151,5.123963979403259,7.150701457592526,7.010311867307229,0,2012,1,4,0,0
2013/2014,zwelitsha,buffalo city,buffalo city,27.42121,-32.91425,206,10,297,5,5,0,34,313,3,32,62,51,7,100,18,8,21,110,15,44,14,10,0,87,1,51,0,0,9,14,59,0,120,429,568,238,126,1361,1235,6.063785208687608,6.343880434126331,4.795790545596741,5.476463551931511,4.844187086458591,7.216709486709457,7.119635638017636,0,2013,1,5,1,1
